customer_key,customer_id,age,gender,state,city,customer_type,customer_segment,loan_type,customer_since_date,age_group,region
1219,1eed8a5e-5d0b-411b-946c-91bbbaa10b81,38,F,Tamil Nadu,Chennai,Retail,High Value,Credit Card,2023-04-28,36-45,South
1220,885f9cb4-47d3-4e68-bb09-977bb64f7048,47,F,Maharashtra,Mumbai,SME,High Value,Personal Loan,2020-10-23,46-55,West
1221,eea41914-a961-4daa-990a-d4e4ad52931c,18,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2023-11-03,18-25,West
1222,c8ba7283-fa9b-4369-b778-5cfc0c338155,48,F,Karnataka,Bengaluru,SME,Mass,Personal Loan,2024-10-15,46-55,South
1223,067c11a0-77a6-4790-9d9e-45fca6c37b57,40,F,Gujarat,Ahmedabad,SME,Premium,Personal Loan,2024-11-19,36-45,West
1224,722c5d07-6d7a-4590-a874-dc83ed83002a,45,F,Tamil Nadu,Chennai,Retail,High Value,None,2020-10-13,36-45,South
1225,b21c3360-1945-40e7-afc9-5878489318ba,42,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2022-10-10,36-45,West
1226,5e706623-a527-456d-a733-0b010e5288c7,26,M,Gujarat,Ahmedabad,Retail,Premium,Personal Loan,2024-03-22,26-35,West
1227,ecf4798f-87f9-456d-98c8-e7a12fce7a08,20,F,Delhi,Delhi,Retail,Mass,Credit Card,2022-06-03,18-25,North
1228,0058a03a-13a9-438b-8afc-e2a9b7450d67,29,F,Delhi,Delhi,Retail,High Value,Personal Loan,2022-12-13,26-35,North
1229,e8e668ff-4953-4c97-af51-64be23acaf87,44,F,West Bengal,Kolkata,Retail,Mass,Personal Loan,2025-05-17,36-45,East
1230,810f24b9-bbbe-4681-9569-e493966c1d1b,46,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-02-28,46-55,West
1231,4115ae20-5395-4b21-936a-dd0e2a434f72,21,F,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2025-05-08,18-25,South
1232,deaf9c31-504f-49bc-9ce7-a52966e3c791,26,F,Telangana,Hyderabad,Retail,High Value,Personal Loan,2024-11-29,26-35,South
1233,0bbbb390-d24f-4984-b25d-e5fd70dfdca3,29,M,Maharashtra,Mumbai,Retail,Wealth,Credit Card,2022-02-05,26-35,West
1234,f703f8de-a627-4f7c-98f6-557ee92ae074,33,F,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-07-27,26-35,South
1235,cfb3578a-8b4b-41ba-97d3-70549af18db3,21,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-10-14,18-25,South
1236,4ea9e6b1-d399-49e0-8098-9bb4c3eba42a,20,M,Maharashtra,Mumbai,SME,Mass,Auto Loan,2025-08-19,18-25,West
1237,2582e457-666b-48be-865a-90beb6b01f9a,28,M,Karnataka,Bengaluru,SME,Mass,Personal Loan,2022-10-02,26-35,South
1238,3e9c5329-68d5-43c4-b026-8b45a867036b,39,F,Delhi,Delhi,Retail,High Value,None,2022-03-09,36-45,North
1239,3a574caa-c4c3-4a68-b517-c6415eb98b81,23,F,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2024-11-21,18-25,West
1240,a6f4a75b-dde6-4100-8947-2d4ca023bcbb,36,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-09-21,36-45,West
1241,50208399-25eb-4bde-8363-b5ebec05b3cc,50,F,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2024-02-13,46-55,North
1242,781a1918-7172-4f5c-87df-e8feeb37a600,22,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2021-02-13,18-25,South
1243,7c5d9f0d-85d8-4c6b-8514-9e2a37217dde,35,M,Delhi,Delhi,Retail,High Value,Credit Card,2021-09-03,26-35,North
1244,23084b47-1889-4f85-894a-f26a617bb12e,50,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2024-07-03,46-55,West
1245,a5cc403f-9d51-4fa8-80a8-8b8d7caf35eb,32,F,Delhi,Delhi,Retail,Mass,Credit Card,2023-03-11,26-35,North
1246,d57582be-8da1-4e45-be63-ea64144d4bc8,31,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2020-12-11,26-35,South
1247,cfb61094-5885-4f37-b52a-0e896f585289,51,F,Tamil Nadu,Chennai,Corporate,Mass,Auto Loan,2024-02-10,46-55,South
1248,28568be8-1673-4d9f-8da4-e7afd9dbe74c,34,O,Karnataka,Bengaluru,Retail,Mass,Credit Card,2025-03-25,26-35,South
1249,862e50a8-fb1f-45f1-80b4-f2d9f88d8a4a,51,M,Gujarat,Ahmedabad,Retail,High Value,Auto Loan,2024-05-15,46-55,West
1250,8ffb4c5c-2e27-4cd0-ae74-8f5ce1db166e,43,M,West Bengal,Kolkata,SME,Premium,Credit Card,2022-09-06,36-45,East
1251,dff3fe5d-ca3f-44c2-b872-c173a8001c30,33,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-07-27,26-35,West
1252,4f9684eb-b95d-4695-a12c-73d4756b7a75,43,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2024-04-26,36-45,West
1253,01f86cdd-87dd-4595-bc70-ce18bd9edb1d,41,F,Maharashtra,Mumbai,Retail,Mass,None,2025-09-06,36-45,West
1254,f7aa8321-9074-46e7-90ef-e55771a54930,50,F,Tamil Nadu,Chennai,SME,Mass,None,2025-01-03,46-55,South
1255,ee1b31ca-498f-4a8b-9414-b179b80845bf,31,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2023-09-29,26-35,West
1256,166077fe-02e4-44f9-b7e2-c18402ba0de2,38,M,Uttar Pradesh,Noida,Retail,Mass,Home Loan,2025-06-28,36-45,North
1257,624457b4-f715-4391-b455-93a633b02da2,37,F,Maharashtra,Pune,Retail,Mass,Credit Card,2025-10-24,36-45,West
1258,c7034257-1f7b-4f87-9d25-af05348eb714,46,O,Haryana,Gurugram,Retail,Premium,Personal Loan,2022-05-31,46-55,North
1259,14ac4819-f268-4919-9136-8961aad7c518,25,M,Telangana,Hyderabad,Retail,High Value,Auto Loan,2021-06-28,18-25,South
1260,3780427e-9f4a-483d-9951-12db7cd8e1ef,50,M,Andhra Pradesh,Visakhapatnam,Retail,Mass,Personal Loan,2024-09-22,46-55,South
1261,9884c370-b8c0-41c4-9fe8-f96bb5078760,43,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2023-02-21,36-45,West
1262,6acbbd7e-f785-409d-904d-10287f9a9d92,22,M,Delhi,Delhi,Retail,Mass,Credit Card,2022-11-13,18-25,North
1263,6d60cbc5-62ff-4375-a9fc-aa3b4e8bf0b6,52,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2022-05-07,46-55,South
1264,17db54b6-4c00-4889-8d7f-46c943c38755,64,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2020-08-22,56-65,East
1265,90032fce-0952-406d-a3a6-53aa9eb5a02a,50,F,Telangana,Hyderabad,Retail,Mass,Personal Loan,2021-02-26,46-55,South
1266,df7120f4-cb71-4526-9aa7-25eb17ed4854,55,M,Haryana,Gurugram,Retail,Mass,Personal Loan,2024-04-10,46-55,North
1267,cba5b248-278d-46db-9b61-b94542d06468,39,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2020-08-29,36-45,West
1268,46c1a22d-0ebc-4da9-a383-742102bb61f9,18,M,Kerala,Kochi,SME,High Value,Personal Loan,2025-10-24,18-25,South
1269,468b1667-29a2-4ae3-b10d-416bb04ba1bc,18,F,Delhi,Delhi,Corporate,Mass,Personal Loan,2020-09-26,18-25,North
1270,fa0ec9a0-ac9b-43d2-b8ff-c12827c12efa,41,M,Delhi,Delhi,Retail,Premium,Credit Card,2025-03-22,36-45,North
1271,d9716804-ecff-4388-8c35-e29bddd48228,30,M,Kerala,Kochi,Retail,Mass,Personal Loan,2025-05-19,26-35,South
1272,e170ca58-858f-4a53-a1cf-bddc81c800aa,27,M,Delhi,Delhi,Retail,Premium,Credit Card,2025-05-08,26-35,North
1273,77611c13-8697-41ad-8d58-d0a296a719c4,37,F,Delhi,Delhi,Retail,Mass,Personal Loan,2025-05-02,36-45,North
1274,012e1eca-03e0-4bba-94df-0c973963cb6c,45,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2023-06-20,36-45,South
1275,20ccfcc6-00db-44b9-a2c1-c36a795d0016,20,M,Maharashtra,Mumbai,SME,Premium,Auto Loan,2022-07-01,18-25,West
1276,c48e7e12-f974-4273-923d-7d58abd310b6,32,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2021-12-04,26-35,South
1277,5cdf1b05-518b-4cf0-80ba-3f9cc3ca6a4a,56,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-12-01,56-65,West
1278,eb657a5e-3b92-4c05-9760-5d46c3e8d4a8,25,F,Maharashtra,Mumbai,Corporate,Mass,Credit Card,2024-05-19,18-25,West
1279,33cb4b4d-bc8c-4b2e-acd5-7598b7a490d7,48,F,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2025-04-12,46-55,North
1280,8582f3e7-719b-4365-af68-5835594695d2,32,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2025-03-16,26-35,South
1281,cc716b70-2e97-4388-b713-e1770e006b8c,44,M,Delhi,Delhi,Retail,Premium,None,2021-12-01,36-45,North
1282,c247717a-18a7-4ca3-ad91-54b58ee8909d,51,F,Delhi,Delhi,Retail,Premium,Credit Card,2022-06-30,46-55,North
1283,db7056be-f1d6-4791-8b42-410b580c0486,46,F,Delhi,Delhi,SME,Mass,None,2024-11-08,46-55,North
1284,8c871690-4c51-4443-b4e6-7b7f758b5028,48,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2024-05-09,46-55,South
1285,2dec05ef-a2a3-48f0-b0bc-75c60d76724e,24,M,West Bengal,Kolkata,Retail,Premium,Credit Card,2020-12-09,18-25,East
1286,7a19dcb0-bafc-4c40-bed0-44ad1b9912d7,51,M,West Bengal,Kolkata,Retail,Premium,Personal Loan,2022-11-08,46-55,East
1287,ac6f4035-c482-441a-81d3-80282d6c9ebb,27,F,Delhi,Delhi,SME,Premium,Personal Loan,2024-09-11,26-35,North
1288,183afa11-ca72-4e6b-a1ce-e29144142e9c,41,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2020-11-21,36-45,South
1289,e76e0dc1-ac7f-4277-b43e-ef1c867b69eb,41,F,Delhi,Delhi,Retail,Mass,Credit Card,2024-11-30,36-45,North
1290,c07ae772-07ed-4d92-9b47-bc07f26d18b5,43,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-05-29,36-45,South
1291,5905059c-c3e3-4962-b4f5-ee9c340a5b06,42,M,Delhi,Delhi,SME,Mass,Personal Loan,2022-03-18,36-45,North
1292,361f641f-e34a-4ced-bf09-e70c0fcb34c6,27,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-03-14,26-35,South
1293,29d3e03a-fc53-4012-94df-9322b720552e,21,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2025-08-16,18-25,South
1294,2db3b4b8-3b04-42b6-9bcf-0d9dcce41c52,48,F,Karnataka,Bengaluru,SME,Premium,Personal Loan,2021-08-02,46-55,South
1295,23b9fa95-dae9-4a0b-94cf-d0810fea13a9,40,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-10-02,36-45,South
1296,7c8d5efc-be5c-4c29-ac03-a75762692152,51,M,Delhi,Delhi,Retail,Premium,Credit Card,2022-03-20,46-55,North
1297,20316fed-481f-46f4-a9e6-4faa2d327fba,37,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2024-03-04,36-45,West
1298,762e55b4-2c2d-470d-afac-f006f9875922,21,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-11-21,18-25,West
1299,f58a9b2a-c8b0-4b54-bf86-bf24ee880603,49,F,Maharashtra,Pune,Retail,Premium,Personal Loan,2021-01-31,46-55,West
1300,c90180db-e346-4869-992a-d17b49f612b8,33,F,Delhi,Delhi,Retail,Premium,Credit Card,2021-10-09,26-35,North
1301,217d126a-64e1-40a3-8859-69c60210aad7,42,M,Karnataka,Bengaluru,Retail,Mass,None,2020-12-16,36-45,South
1302,81968a24-5904-4df1-a728-447ce7e40107,30,F,Telangana,Hyderabad,Retail,Premium,Personal Loan,2023-01-18,26-35,South
1303,7d7d0075-d15e-48a7-99b1-ac2dcebd0b65,57,F,Maharashtra,Pune,Retail,Mass,Credit Card,2025-08-24,56-65,West
1304,9cbd29a3-cba9-4461-a02c-17513b68ed06,27,F,Karnataka,Bengaluru,Corporate,Mass,Personal Loan,2023-01-25,26-35,South
1305,689ac7f0-2a9a-465c-8875-3ce733499054,33,F,Haryana,Gurugram,Retail,Premium,Personal Loan,2023-06-24,26-35,North
1306,31796be5-beb7-4240-a5a8-fb864c21341b,39,F,West Bengal,Kolkata,Retail,Premium,Credit Card,2022-01-25,36-45,East
1307,fc4edd73-b8dc-4943-a0c6-d05ddcc0fc69,24,F,Telangana,Hyderabad,Retail,Mass,Personal Loan,2024-08-22,18-25,South
1308,89ddc9ed-092c-4a7e-9183-cd0f09d535a2,41,F,Tamil Nadu,Chennai,Retail,Wealth,Credit Card,2022-03-08,36-45,South
1309,d8e1a215-597d-43b4-9c93-ef018e6c52b2,57,M,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2023-08-02,56-65,West
1310,a135c121-7894-4e65-a962-575f5f4d2c04,32,M,West Bengal,Kolkata,Retail,Premium,Personal Loan,2022-05-02,26-35,East
1311,207eaf41-dffb-4985-ac8d-ebab6ca1b818,42,F,Delhi,Delhi,Retail,Mass,Personal Loan,2023-09-15,36-45,North
1312,42f10559-a69c-4d55-b0dc-fcba942b782a,18,F,West Bengal,Kolkata,Retail,Mass,Home Loan,2023-11-29,18-25,East
1313,076d6d2b-ba8a-4578-a865-f6c692916400,37,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-10-30,36-45,South
1314,237cec55-d5cf-431d-8cf7-c9490714c2e0,34,M,Maharashtra,Mumbai,SME,Premium,Auto Loan,2021-06-19,26-35,West
1315,fd0cdeec-6875-44c9-a094-817fd01413d9,28,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-08-17,26-35,West
1316,e2b54579-1d3e-438b-adaa-00aea91d5ded,50,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2024-09-16,46-55,South
1317,ce846f3a-340c-4de3-8938-98961586e865,34,F,Telangana,Hyderabad,Retail,Mass,Auto Loan,2023-09-01,26-35,South
1318,fced78a0-1a34-4443-b103-161b2246a360,35,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2025-02-24,26-35,West
1319,68474996-8f00-41c2-b785-3686ed86f9ba,33,F,Maharashtra,Pune,Retail,Premium,Home Loan,2020-12-25,26-35,West
1320,ff313d20-c6f5-4f64-ae6b-ef7a05c5fd6a,18,F,Uttar Pradesh,Noida,SME,Premium,Credit Card,2024-02-11,18-25,North
1321,0b12b026-9dd9-4074-87f7-fed78660f36f,24,M,Delhi,Delhi,SME,Premium,Home Loan,2024-09-04,18-25,North
1322,2eb161f6-530a-4aae-807b-35b206058171,49,M,Delhi,Delhi,Retail,High Value,Personal Loan,2024-08-12,46-55,North
1323,989329c7-5798-480e-8a4a-5b4d74acd2a2,18,O,Maharashtra,Mumbai,Retail,Mass,Credit Card,2024-12-14,18-25,West
1324,d67aa8b6-d606-428d-a720-bb90218fdf3a,28,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2022-05-16,26-35,North
1325,2b2decba-b0ca-426b-ad80-c09fa5c110b0,33,F,Karnataka,Bengaluru,Retail,Wealth,None,2023-05-15,26-35,South
1326,362c6b63-3488-4b2a-b163-803393ccba61,58,F,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2024-09-26,56-65,West
1327,24dbf79d-0143-418d-a63c-cdb85fec6aad,47,F,Delhi,Delhi,Retail,Mass,Personal Loan,2021-03-22,46-55,North
1328,ed3c5f06-c012-4c34-b224-292549e0cdd0,31,M,Telangana,Hyderabad,Retail,Wealth,Auto Loan,2022-05-30,26-35,South
1329,a797fb1b-e073-4e22-a5c8-20a761d77972,53,F,Karnataka,Bengaluru,Corporate,Mass,Personal Loan,2023-10-19,46-55,South
1330,721dbaf5-26df-4b67-9790-46e329965a69,29,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-03-12,26-35,West
1331,b81af170-5508-4e33-a344-125f2d9ece78,50,F,Maharashtra,Pune,Retail,Mass,Personal Loan,2022-05-30,46-55,West
1332,914e43f4-ed5d-43a5-8bd3-78e9c077e68f,21,M,Delhi,Delhi,Retail,Mass,Credit Card,2025-03-03,18-25,North
1333,9b040e2e-c248-453c-8a3e-c6f6e1f5274c,50,F,Telangana,Hyderabad,Retail,Mass,Personal Loan,2021-07-30,46-55,South
1334,ce8733cf-4f86-479c-b64f-e6463b917b4a,33,F,Rajasthan,Jaipur,SME,Mass,Credit Card,2024-08-03,26-35,North
1335,cdc2d844-d774-4274-b1fb-f088e332ebab,25,M,Rajasthan,Jaipur,Retail,High Value,Credit Card,2025-11-03,18-25,North
1336,94e7dce5-8e59-4add-b3d0-6a261609de96,35,M,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2023-02-23,26-35,North
1337,44e2ad57-22fe-4c3f-8c3b-028b4b3f620d,41,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2021-03-16,36-45,West
1338,1573b57d-2873-4bc9-bcab-30ec37e83472,32,M,Telangana,Hyderabad,Retail,High Value,Personal Loan,2021-12-27,26-35,South
1339,11e34205-11ba-4aeb-b4d4-fdea0abc36ac,44,M,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2024-04-25,36-45,West
1340,5c829574-fcf2-44d6-b465-a65c3ea074b6,31,M,Delhi,Delhi,Retail,Mass,Personal Loan,2023-10-28,26-35,North
1341,b894f236-b905-4a72-9ae9-ca627d72170d,45,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-09-28,36-45,West
1342,82d2c05c-271a-440b-8871-d45d42c49cac,43,F,Haryana,Gurugram,Retail,Premium,Personal Loan,2024-09-23,36-45,North
1343,30e36f60-d585-4289-b8bd-17503d1dc733,37,M,Delhi,Delhi,Retail,Premium,Credit Card,2021-07-06,36-45,North
1344,261f0b69-ebb7-44cc-a140-122dc1a1c98f,32,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-05-21,26-35,South
1345,3a663107-c573-43ab-9962-80e877961efe,39,M,Andhra Pradesh,Vijayawada,Retail,Mass,Credit Card,2024-10-25,36-45,South
1346,4a90d7cb-bc93-4e40-bdd9-197f5fe0490d,44,M,Tamil Nadu,Chennai,SME,Premium,Auto Loan,2025-06-25,36-45,South
1347,960052fb-3d39-430a-b3c2-ab428b2e6511,62,M,Delhi,Delhi,SME,Premium,Credit Card,2022-03-17,56-65,North
1348,178c86bf-739b-4dba-88f3-974f6aae413a,49,M,Delhi,Delhi,Retail,Mass,Home Loan,2025-11-12,46-55,North
1349,0e347158-3152-4268-bbeb-4e3b26233dcc,49,M,Delhi,Delhi,Retail,High Value,Credit Card,2021-08-05,46-55,North
1350,003b19d3-9675-4c4a-ac19-5635ee1686f4,75,F,Maharashtra,Mumbai,Corporate,Premium,Personal Loan,2020-09-03,65+,West
1351,15591d47-768e-4167-9bb9-955ec68d1441,44,M,Haryana,Gurugram,Retail,Premium,None,2025-05-24,36-45,North
1352,52c4e69f-8763-4a08-b06a-381a5ae4c612,43,F,Uttar Pradesh,Noida,Retail,Premium,Home Loan,2025-06-23,36-45,North
1353,2d3622e8-a84c-4806-9e8f-f5743a4787a5,46,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2020-11-19,46-55,South
1354,209c3c7e-d001-46d5-9ba4-0fde54ff9865,25,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2025-04-27,18-25,South
1355,96184dac-1385-40f3-a4c6-8be946b34b4e,32,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2023-10-09,26-35,West
1356,3f9bae14-3cdf-47d2-897c-923abb3c11c2,31,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2021-03-27,26-35,West
1357,4776539c-b640-45fd-a1c3-ccb9c4206776,45,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2025-03-30,36-45,South
1358,11c9886c-462f-492a-a3ab-b55d9e6330d7,35,M,Delhi,Delhi,Corporate,Mass,Credit Card,2022-05-15,26-35,North
1359,59cd6f1e-1062-45ec-9bcf-e5c3a181c761,39,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-11-28,36-45,South
1360,2c8d4a97-f4c7-4399-aa6d-f0b558cb503b,51,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2023-08-13,46-55,West
1361,0e510dc3-824b-4857-9145-0eaaf0280910,48,F,Tamil Nadu,Chennai,Retail,Premium,Personal Loan,2020-11-26,46-55,South
1362,4f06d162-26fe-485d-9568-1d79e72b1540,36,M,Delhi,Delhi,Retail,Mass,Personal Loan,2022-06-13,36-45,North
1363,2fa78b2e-d0be-4aa5-8914-909838e1382f,29,F,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2024-04-03,26-35,South
1364,40b76a0c-e6b8-4b80-b246-db2515a5c351,51,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2020-11-19,46-55,West
1365,7a487492-050d-41ce-bb30-293152c078fd,47,M,Delhi,Delhi,Retail,Wealth,Credit Card,2022-10-28,46-55,North
1366,c17cef83-af61-4ac0-b67c-fe61f93dee97,18,F,Telangana,Hyderabad,Retail,High Value,Auto Loan,2025-06-17,18-25,South
1367,cdbbe1c0-f8ce-4370-8fe9-06d3b8d1a829,34,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-11-08,26-35,South
1368,6f2120d9-c5a3-42e7-92e5-cab0f22e505a,39,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2024-09-01,36-45,West
1369,6bd6aa9f-77fc-4991-8925-79f43f826c00,47,F,Maharashtra,Mumbai,SME,Premium,Credit Card,2022-06-27,46-55,West
1370,bc255937-ba27-469f-9138-b83cee5703c7,48,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2021-04-17,46-55,South
1371,b21f0816-325e-4118-8492-fc008c891198,41,M,Maharashtra,Mumbai,Retail,Wealth,Auto Loan,2025-10-15,36-45,West
1372,c57299cb-a0a9-4db9-9e29-5bcd78836dfe,45,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2021-09-23,36-45,East
1373,fbcc84af-f28d-43c7-94ee-d6b1c37cb246,38,M,Delhi,Delhi,Retail,Mass,Personal Loan,2020-12-26,36-45,North
1374,dc6f1768-70a4-4e06-8637-ed67cfb29d74,29,F,Haryana,Gurugram,Retail,Mass,Credit Card,2020-07-23,26-35,North
1375,1beb6493-b7eb-47de-8c79-6a1cbf939374,34,M,Kerala,Kochi,Retail,Mass,Personal Loan,2022-05-20,26-35,South
1376,01cf50d0-e39e-444f-9bee-66367ca79a94,38,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2024-04-14,36-45,West
1377,59dfaa59-5fc4-45f9-b663-1a4cf5912ffb,37,F,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2025-03-17,36-45,South
1378,0363ac58-79a8-403e-8043-713730775136,18,F,Gujarat,Ahmedabad,Corporate,Mass,Home Loan,2020-10-30,18-25,West
1379,d8706ffe-0ef8-42f8-a587-4fc09de2d9a0,33,F,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2023-09-29,26-35,South
1380,ba8d4f2f-7459-40ad-b7e8-5a43aa8cd71c,38,F,Delhi,Delhi,Retail,Premium,Personal Loan,2024-02-14,36-45,North
1381,a3fba519-eec0-4551-8019-a0301195840d,34,F,Delhi,Delhi,SME,Premium,Auto Loan,2021-12-26,26-35,North
1382,2a5026bb-df12-41b7-98be-048e9ebe37ed,35,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-02-01,26-35,West
1383,6a19dbcb-ae33-474a-ba83-540e13d0b320,43,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2021-07-28,36-45,South
1384,f15c3b6c-01b8-41d2-bae0-60d87efc09eb,25,F,Andhra Pradesh,Visakhapatnam,Retail,Mass,Credit Card,2021-03-03,18-25,South
1385,0f1aed62-8bda-46bc-9e28-aba72af51651,18,M,Rajasthan,Jaipur,Retail,Mass,Home Loan,2021-03-14,18-25,North
1386,19a46909-0bd2-423e-bd15-a054fc3293e0,33,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2025-01-25,26-35,West
1387,b32b9f64-4ee0-4dbe-b182-378b4e6a78ff,47,M,Maharashtra,Pune,Retail,Mass,Credit Card,2025-01-27,46-55,West
1388,7d3b5001-aa7c-4775-84c4-594d8349da0d,58,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-11-16,56-65,South
1389,d9128cf4-85d1-4d05-9067-ea4384a7dcf5,47,M,Gujarat,Ahmedabad,Retail,Premium,Personal Loan,2022-07-27,46-55,West
1390,6218e458-209e-449a-ae25-0df207276c19,20,F,Maharashtra,Mumbai,Retail,Mass,Home Loan,2022-10-28,18-25,West
1391,59390a0c-344d-4089-8870-d15dd0112b1c,35,M,West Bengal,Kolkata,SME,Mass,Home Loan,2021-04-23,26-35,East
1392,dc0f1eb8-54f7-47f0-bbad-5976d5a23d8c,41,M,Uttar Pradesh,Noida,SME,Mass,Personal Loan,2021-05-20,36-45,North
1393,94f4eb35-6c2f-4940-8b3c-29d606153c0e,40,F,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2021-07-20,36-45,West
1394,d13213eb-da06-42bd-bb51-02226c58f72c,44,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2025-07-28,36-45,West
1395,db64b10d-9b9a-47c9-acb5-3ff7ed9b8ad7,26,F,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2022-03-12,26-35,North
1396,9c314981-2172-4ee6-bfa7-725791699c9c,38,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2021-05-06,36-45,West
1397,79bd825b-789a-49e1-bea1-7b3499a751ef,43,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2020-08-16,36-45,South
1398,111aba13-24b9-448f-bcf3-37b5a61aad67,47,F,West Bengal,Kolkata,Retail,Mass,Home Loan,2024-02-15,46-55,East
1399,682115a6-0cc4-4e61-ae9f-d3ef616e2558,28,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2021-10-01,26-35,South
1400,912a633d-be40-4272-965a-49c9632eb56c,33,M,Delhi,Delhi,Retail,Mass,Credit Card,2023-10-12,26-35,North
1401,2985fddf-76bc-4900-a89e-cb90ea5c9778,18,M,Delhi,Delhi,Retail,Mass,Credit Card,2025-02-14,18-25,North
1402,e9bbfe27-2d46-4e29-96d2-1effa5a69c82,30,M,Maharashtra,Mumbai,Retail,High Value,Home Loan,2024-02-22,26-35,West
1403,578ac565-673b-4602-9165-58f55b661d0d,31,F,Rajasthan,Jaipur,Retail,Mass,None,2024-08-17,26-35,North
1404,d42a98de-b8ba-4efd-aeb4-20026161042f,25,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2021-01-05,18-25,South
1405,cd78af41-45ef-4828-a2b2-d09d003d40dc,39,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2025-01-15,36-45,West
1406,74cc3357-66e5-4a6e-814f-cd4d9a038f2f,37,F,Karnataka,Bengaluru,Corporate,Mass,Credit Card,2025-04-15,36-45,South
1407,70659593-97d7-4f92-bb56-ae123aeee0d8,18,M,Rajasthan,Jaipur,Retail,Mass,Personal Loan,2022-10-30,18-25,North
1408,c9ff8436-a635-4f65-bc9c-fc64c9a59b47,40,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-11-10,36-45,West
